Fid,Datesk,Item_Name,Departure_Date,From_Source,To_Destination,Logistics_Name,Temp,Oxygen,Carbon_Dioxide,ethylene,damage_due_to_vibration,Humidity,Label
10.42.0.211-52.84.134.65-39967-443-6,20210107,Grapes Dilkush,07-01-21,Datia,Alipore,Pack ‘n’ Send,10.1,94.63,0.13,0.36,Yes,81,1
10.42.0.151-119.167.164.25-42320-80-6,20210107,Grapes Sharad,07-01-21,Dewas,Alipur Duar,Parcel Logistics,11.5,68.6,0.27,0.36,Yes,83,1
239.255.255.250-10.42.0.1-1900-36248-17,20210107,Grapes Rose,07-01-21,Dhar,Asansol,King Courier,10.8,60.62,0.09,0.26,No,79,0
10.42.0.211-54.239.17.112-40602-443-6,20210107,Grapes Sonika,07-01-21,Dr. Ambedkar Nagar (Mhow),Baharampur,Lynden Transport,7.7,68.15,0.1,0.2,Yes,71,1
10.42.0.211-104.244.42.2-34813-443-6,20210107,Grapes Flame,07-01-21,Guna,Bally,Max Move,8.2,73.75,0.16,0.23,No,70,0
10.42.0.211-23.206.166.62-43953-80-6,20210107,Grapes Krishna sharad,07-01-21,Gwalior,Balurghat,National Transportation Logistics,11.6,44.67,0.24,0.28,No,68,0
10.42.0.211-104.193.88.109-41655-80-6,20210107,Grapes Crimson,07-01-21,Maheshwar,Bankura,New Motion Shipper,10.1,50.16,0.15,0.24,No,72,0
192.229.173.173-10.42.0.211-443-45500-6,20210107,Komark fruit,07-01-21,Mandla,Baranagar,Omni Logistics,10.4,55,0.14,0.23,Yes,77,1
10.42.0.211-10.42.0.1-61491-53-17,20210107,Kiwi fruit,07-01-21,Mandsaur,Barasat,Pack ‘n’ Send,12,79.04,0.1,0.18,No,73,0
10.42.0.211-23.21.51.186-33843-443-6,20210107,Litchi Local,07-01-21,Morena,Barrackpore,Parcel Logistics,15.1,73.17,0.17,0.24,No,66,0
209.85.232.188-10.42.0.42-5228-51475-6,20210107,Litchi Taiwan/chaina,07-01-21,Murwara,Basirhat,Blue Grace Logistics,11.6,70.74,0.08,0.31,No,85,0
208.185.50.25-10.42.0.211-443-54098-6,20210107,Straw Berry,07-01-21,Narsimhapur,Bhatpara,Brisk Shipping,14,59.2,0.11,0.26,No,70,0
10.42.0.151-31.13.71.36-43824-443-6,20210107,Tender Coconut,07-01-21,Narsinghgarh,Bishnupur,Check Logistics,9.9,66.9,0.13,0.28,No,73,0
140.205.243.64-10.42.0.211-443-53748-6,20210107,Tender Coconut(M),07-01-21,Narwar,Budge Budge,Circle Logistics,10.2,77.54,0.3,0.29,Yes,77,1
203.130.53.126-10.42.0.211-80-50488-6,20210107,Tamrind Chatisghar,07-01-21,Neemuch,Burdwan,Clipper America Inc.,8.9,79.71,0.14,0.33,Yes,100,1
10.42.0.211-106.11.92.6-33227-443-6,20210107,Tamarind seedless,07-01-21,Nowgong,Chandernagore,Max Move,12,56.97,0.15,0.29,Yes,81,1
10.42.0.211-10.42.0.1-6595-53-17,20210107,Thinda,07-01-21,Orchha,Darjeeling,National Transportation Logistics,13.6,73.09,0.15,0.31,Yes,68,1
10.42.0.151-52.84.134.65-51818-443-6,20210107,Dates Arebian,07-01-21,Panna,Diamond Harbour,New Motion Shipper,11.7,62.78,0.22,0.34,No,74,0
172.217.6.206-10.42.0.151-443-45231-6,20210107,Pista,07-01-21,Raisen,Ranchi,Omni Logistics,8.5,76.07,0.1,0.33,Yes,76,1
10.42.0.211-64.71.142.110-46738-80-6,20210107,Tender Coconut(S),07-01-21,Rajgarh,Saraikela,Pack ‘n’ Send,8.9,64.6,0.17,0.33,Yes,77,1
10.42.0.151-98.139.180.149-53013-443-6,20210107,Tender Coco packed,07-01-21,Ratlam,Badami,Parcel Logistics,11.5,63.87,0.23,0.38,No,67,0
10.42.0.211-66.198.24.240-33751-443-6,20210107,Fruit  Tailand,07-01-21,Rewa,Ballari,Blue Grace Logistics,12.2,62.49,0.27,0.36,No,67,0
10.42.0.151-10.42.0.1-54826-53-17,20210107,G.oil Net rich 500 ml,07-01-21,Sagar,Bengaluru,Brisk Shipping,NA,67.11,0.17,0.32,No,NA,0
10.42.0.42-66.198.24.225-37398-443-6,20210107,Ground nut oil 1 lt,07-01-21,Sarangpur,Belagavi,Check Logistics,NA,66.91,0.1,0.25,Yes,NA,1
172.217.11.38-10.42.0.42-443-46591-6,20210107,G.nut oil Premium1 lt,07-01-21,Ahmadnagar,Bhadravati,Circle Logistics,13,61.91,0.08,0.33,Yes,88,1
10.42.0.211-31.13.69.197-48867-443-6,20210107,G.nut oil Rice Bron 1 lt,07-01-21,Akola,Bidar,Clipper America Inc.,13.5,87.55,0.09,0.23,Yes,93,1
205.185.216.42-10.42.0.42-80-58883-6,20210107,Kashini greens,07-01-21,Amravati,Chikkamagaluru,DeGroot Logistics,10.1,81.38,0.09,0.2,No,93,0
172.217.11.14-10.42.0.151-443-54822-6,20210107,Pineapple ,07-01-21,Aurangabad,Chitradurga,Blue Grace Logistics,12.4,80.3,0.09,0.24,Yes,82,1
172.217.6.194-10.42.0.211-443-34007-6,20210107,Thiland ,07-01-21,Bhandara,Davangere,National Transportation Logistics,14.6,71.09,0.11,0.3,No,77,0
203.205.151.47-10.42.0.42-80-34032-6,20210107,Thiland Jelly,07-01-21,Bhusawal,Halebid,New Motion Shipper,16.8,68.79,0.08,0.29,No,49,0
136.142.2.3-0.95.2.0-0-0-0,20210107,Orange ,07-01-21,Bid,Hassan,King Courier,15,90.8,0.07,0.26,Yes,76,1
192.229.173.173-10.42.0.151-80-46604-6,20210107,Chikkadikai cleaned,07-01-21,Buldhana,Hubballi-Dharwad,Fresh Logistic,10,96.49,0.07,0.25,Yes,64,1
180.149.136.194-10.42.0.211-443-49676-6,20210107,Grapesh Tash ganesh,07-01-21,Chandrapur,Kalaburagi,Go Movers,11.2,118.91,0.09,0.29,Yes,65,1
203.205.191.23-10.42.0.211-80-45737-6,20210107,Times Rose berry,07-01-21,Daulatabad,Kolar,Horizon Moving & Logistics,10.7,137.61,0.05,0.05,Yes,80,1
203.205.147.229-10.42.0.211-80-42834-6,20210107,Washington gala apple,07-01-21,Dhule,Madikeri,Hub Group Trucking,15.3,121.72,0.1,0.1,Yes,73,1
172.217.11.10-10.42.0.211-443-39111-6,20210107,Chilles small cleaned (C.B.P),07-01-21,Jalgaon,Mandya,In Switch,12.9,106.17,0.08,0.22,No,83,0
10.42.0.1-10.42.0.42-53-56059-17,20210107,,07-01-21,Kalyan,Alappuzha,King Courier,16.3,82.2,0.04,0.28,Yes,73,1
172.217.10.10-10.42.0.151-443-60922-6,20210107,,07-01-21,Karli,Vatakara,Lynden Transport,13.9,72.16,0.05,0.19,No,76,0
172.217.12.170-10.42.0.211-443-48637-6,20210107,,07-01-21,Kolhapur,Idukki,Max Move,11.5,62.6,0.05,0.23,No,69,0
172.217.10.10-10.42.0.42-443-40106-6,20210107,Apple Chaina Delicious,07-01-21,Mahabaleshwar,Kannur,National Transportation Logistics,11.9,69.99,0.05,0.18,No,78,0
10.42.0.211-10.42.0.1-45799-53-17,20210107,Rumenia Mango,07-01-21,Malegaon,Kochi,New Motion Shipper,11.5,54.92,0.06,0.15,No,82,0
182.254.5.234-10.42.0.211-80-32948-6,20210107,Mosambi polo,07-01-21,Kohima,Kollam,King Courier,14.7,45.63,0.06,0.15,No,70,0
10.42.0.151-23.208.87.120-44256-80-6,20210107,S.mellon namdhari (Red),07-01-21,Mon,Kottayam,Lynden Transport,16.1,45.97,0.05,0.19,Yes,67,1
172.217.10.110-10.42.0.151-443-51903-6,20210107,S.mellon Local (Luck),07-01-21,Phek,Kozhikode,Max Move,16.5,50.28,0.06,0.18,No,79,0
172.217.11.2-10.42.0.151-443-52460-6,20210107,Bore fruit,07-01-21,Wokha,Mattancheri,National Transportation Logistics,9.6,51.98,0.13,0.2,Yes,87,1
202.77.129.150-10.42.0.211-80-35462-6,20210107,Butter fruit,07-01-21,Zunheboto,Palakkad,New Motion Shipper,9.7,59.76,0.05,0.16,Yes,73,1
10.42.0.211-106.39.169.66-56650-443-6,20210107,Anjura/Fig,07-01-21,Balangir,Thalassery,Omni Logistics,10,58.53,0.06,0.16,No,70,0
10.42.0.211-10.42.0.1-12088-53-17,20210107,Peas seeds,07-01-21,Baleshwar,Thiruvananthapuram,Pack ‘n’ Send,12.2,58.04,0.06,0.18,No,60,0
209.10.120.26-10.42.0.211-80-60382-6,20210107,Bread fruit,07-01-21,Baripada,Balaghat,Parcel Logistics,12.8,50.69,0.06,0.17,No,75,0
239.255.255.250-10.42.0.1-1900-39259-17,20210107,Apple Chilli,07-01-21,Bhubaneshwar,Barwani,Blue Grace Logistics,15.3,40.77,0.06,0.18,Yes,67,1
10.42.0.42-72.21.206.141-42474-443-6,20210107,Indian red globe,07-01-21,Brahmapur,Betul,Brisk Shipping,18.1,45.46,0.08,0.19,No,58,0
172.217.11.42-10.42.0.42-443-52908-6,20210107,Washington red apple,07-01-21,Cuttack,Bharhut,Check Logistics,16.2,43.26,0.09,0.18,No,69,0
10.42.0.211-23.206.166.66-51820-80-6,20210107,Tamarind Paste 150 gm,07-01-21,Dhenkanal,Bhind,Circle Logistics,17,45.71,0.06,0.16,Yes,76,1
220.243.219.55-10.42.0.211-80-56696-6,20210107,Rice Bran 5 lt,07-01-21,Kendujhar,Bhojpur,Clipper America Inc.,20.3,53,0.07,0.15,Yes,70,1
172.217.12.202-10.42.0.151-443-50217-6,20210107,Sungold oil 5 lt,07-01-21,Konark,Bhopal,Max Move,25.1,45.35,0.05,0.19,Yes,44,1
10.42.0.211-115.239.210.141-55141-80-6,20210107,Ground nut oil 5 lt,07-01-21,Koraput,Burhanpur,National Transportation Logistics,19.8,37.99,0.04,0.18,Yes,62,1
10.42.0.211-38.72.130.155-34278-443-6,20210107,Safal deep 500 ml,07-01-21,Paradip,Chhatarpur,New Motion Shipper,19.4,34.93,0.05,0.16,No,70,0
10.42.0.151-52.2.229.30-50811-443-6,20210107,Tamarind Paste 450 gm,07-01-21,Phulabani,Chhindwara,Omni Logistics,16.1,40.57,0.07,0.18,No,81,0
10.42.0.211-10.42.0.1-21245-53-17,20210107,Sun safal Tin 15 lt,07-01-21,Puri,Damoh,Pack ‘n’ Send,11.9,31.73,0.07,0.09,No,62,0
172.217.3.106-10.42.0.42-443-57430-6,20210107,Sungold oil 5 lt packet,07-01-21,Sambalpur,Datia,Parcel Logistics,13.2,32.58,0.06,0.13,No,59,0
180.163.15.184-10.42.0.151-80-56558-6,20210107,Pepper,07-01-21,Udayagiri,Dewas,Blue Grace Logistics,16.1,32.18,0.66,0.12,Yes,67,1
10.42.0.211-64.71.142.120-43363-443-6,20210107,Stevia powder,07-01-21,Amritsar,Dhar,Brisk Shipping,17,28.72,0.81,0.12,No,60,0
10.42.0.151-121.29.54.100-58709-80-6,20210107,Coconut oil 500 ml,07-01-21,Batala,Dr. Ambedkar Nagar (Mhow),Check Logistics,21.5,23.36,0.97,0.08,Yes,43,1
10.42.0.211-10.42.0.1-32217-53-17,20210107,Jam 1 kg,07-01-21,Chandigarh,Guna,Circle Logistics,10.5,36.66,0.9,0.1,Yes,63,1
172.217.10.142-10.42.0.151-443-59362-6,20210107,Jam 1/2 kg,07-01-21,Faridkot,Gwalior,Clipper America Inc.,13.4,23.74,0.61,0.07,No,65,0
10.42.0.211-47.89.67.240-55616-443-6,20210107,Jam 200 gm,07-01-21,Firozpur,Maheshwar,DeGroot Logistics,15.7,24.72,0.61,0.05,No,63,0
172.217.10.14-10.42.0.151-443-41687-6,20210107,Jam 100 gm,07-01-21,Gurdaspur,Mandla,Blue Grace Logistics,15.8,31.4,0.62,0.06,No,71,0
192.229.173.173-10.42.0.151-80-38582-6,20210107,Fanda,07-01-21,Hoshiarpur,Mandsaur,Brisk Shipping,15.7,30.57,0.68,0.04,Yes,62,1
10.42.0.211-66.198.24.243-45471-80-6,20210107,Chocolates Drink box,07-01-21,Jalandhar,Morena,Check Logistics,17,36.2,0.86,0.12,Yes,52,1
10.42.0.1-10.42.0.42-53-56487-17,20210107,Kakadi,07-01-21,Kapurthala,Murwara,Circle Logistics,19.4,48.39,0.95,0.16,Yes,59,1
10.42.0.211-10.42.0.1-30053-53-17,20210107,Corriander Leave,07-01-21,Ludhiana,Narsimhapur,Clipper America Inc.,22.1,33.46,0.69,0.17,Yes,52,1
174.35.73.71-10.42.0.42-80-39413-6,20210107,Curry leave,07-01-21,Nabha,Narsinghgarh,DeGroot Logistics,18.7,31.15,0.78,0.15,Yes,57,1
192.229.173.173-10.42.0.42-80-38018-6,20210107,Dhantu greens,07-01-21,Patiala,Narwar,Edge Logistics,18.5,27.62,0.67,0.09,Yes,43,1
10.42.0.211-10.42.0.1-51650-53-17,20210107,Ginger ooty,07-01-21,Rupnagar,Neemuch,Express Lane Transportation,18.5,30.68,0.49,0.1,Yes,59,1
174.35.76.23-10.42.0.211-80-56129-6,20210107,Pomegranate,07-01-21,Sangrur,Nowgong,Flare Logistics Trucking Inc.,21,30.21,0.58,0.08,Yes,54,1
10.42.0.1-10.42.0.42-53-25589-17,20210107,Pomegranate Bhagav,07-01-21,Abu,Orchha,Forward Air,23.5,26.24,0.64,0.1,Yes,47,1
203.130.53.126-10.42.0.211-80-53455-6,20210107,Pomegranate A.raktha,07-01-21,Ajmer,Panna,Fresh Logistic,19.2,26.62,0.58,0.1,Yes,61,1
10.42.0.151-10.42.0.1-1835-53-17,20210107,Pomegranate Ganesh,07-01-21,Alwar,Raisen,Go Movers,14.6,24.84,0.6,0.12,No,89,0
10.42.0.151-10.42.0.1-52891-53-17,20210107,Papaya nati,07-01-21,Amer,Rajgarh,Horizon Moving & Logistics,16.1,23.99,0.85,0.09,Yes,59,1
198.11.190.7-10.42.0.211-443-37556-6,20210107,Papaya Taiwan,07-01-21,Barmer,Ratlam,Hub Group Trucking,16.2,21.64,0.7,0.16,Yes,64,1
10.42.0.211-23.208.168.108-37615-443-6,20210107,Papaya Red lady,07-01-21,Beawar,Rewa,In Switch,17.7,16.94,NA,0.13,Yes,65,1
10.42.0.211-10.42.0.1-8870-53-17,20210107,Papaya sola,07-01-21,Bharatpur,Sagar,King Courier,18.7,16.28,NA,0.1,No,57,0
151.101.20.166-10.42.0.151-443-36370-6,20210107,Pineapple,07-01-21,Bhilwara,Sarangpur,Fresh Logistic,23.5,18.8,0.81,0.15,No,57,0
10.42.0.211-104.193.88.109-37724-80-6,20210107,Plum Ooty,07-01-21,Bikaner,Ahmadnagar,Go Movers,20.1,25.64,0.79,0.09,Yes,58,1
10.42.0.211-31.13.71.3-41547-443-6,20210107,Plum Australia,07-01-21,Bundi,Akola,Horizon Moving & Logistics,23.3,22.73,0.79,0.06,Yes,64,1
10.42.0.211-103.235.46.39-60357-80-6,20210107,Peaches,07-01-21,Chittaurgarh,Amravati,Hub Group Trucking,25.6,23.63,0.72,0.05,Yes,52,1
180.149.138.210-10.42.0.211-80-51263-6,20210107,Pomello/Chakotha,07-01-21,Churu,Aurangabad,In Switch,14.3,29.26,0.65,0.05,No,63,0
172.217.10.238-10.42.0.151-443-54486-6,20210107,Rose apple,07-01-21,Dhaulpur,Bhandara,King Courier,16.3,22.9,0.66,0.06,Yes,62,1
10.42.0.211-54.230.36.186-56293-443-6,20210107,Rampal,07-01-21,Dungarpur,Bhusawal,Lynden Transport,19.4,17.81,0.78,0.05,Yes,50,1
10.42.0.42-14.204.144.144-48638-80-6,20210107,Tamarind sweet 500gm,07-01-21,Ganganagar,Bid,Max Move,19.5,17.53,0.81,0.11,No,57,0
10.42.0.151-10.42.0.1-33535-53-17,20210107,Watermellon,07-01-21,Hanumangarh,Buldhana,National Transportation Logistics,22.4,22.81,0.75,0.05,No,53,0
10.42.0.151-23.15.157.233-42365-443-6,20210107,Watermellon kiran,07-01-21,Jaipur,Chandrapur,New Motion Shipper,24.9,22.24,1.03,0.12,Yes,49,1
182.22.120.247-10.42.0.42-443-54459-6,20210107,S.mellon namdhari,07-01-21,Jaisalmer,Daulatabad,Horizon Moving & Logistics,25.4,26.26,0.91,0.09,Yes,55,1
10.42.0.211-10.42.0.1-61037-53-17,20210107,Mosambi,07-01-21,Jalor,Dhule,Hub Group Trucking,22.2,26.52,0.64,0.1,No,76,0
216.58.219.202-10.42.0.211-443-44018-17,20210107,Sweet corn,07-01-21,Jhalawar,Jalgaon,In Switch,19,30.38,0.78,0.11,No,70,0
172.217.10.10-10.42.0.151-443-34012-6,20210107,Sweet corn cleaned,07-01-21,Jhunjhunu,Kalyan,King Courier,22.1,21.52,0.68,0.09,Yes,80,1
10.42.0.211-119.146.74.34-46680-80-6,20210107,Sweet corn seeds spok,07-01-21,Jodhpur,Karli,Lynden Transport,23.2,16.52,0.72,0.08,Yes,59,1
10.42.0.151-40.78.68.158-47656-443-6,20210107,Batani kalu,07-01-21,Kishangarh,Kolhapur,Max Move,21.5,13.8,0.56,0.05,No,65,0
172.217.11.10-10.42.0.42-443-57000-6,20210107,BaleDindu (Banana stem),07-01-21,Kota,Mahabaleshwar,National Transportation Logistics,18.3,21.38,0.58,0.02,No,73,0
157.240.2.35-10.42.0.151-443-53286-6,20210107,Basale Greens,07-01-21,Merta,Malegaon,New Motion Shipper,20.9,12.68,0.58,0.01,No,74,0
10.42.0.42-103.235.46.211-32977-443-6,20210107,Letteus Greens,07-01-21,Nagaur,Kohima,Omni Logistics,21.1,20.32,0.7,0.09,No,67,0
192.229.173.173-10.42.0.211-80-46620-6,20210107,Onion flowers,07-01-21,Nathdwara,Mon,Pack ‘n’ Send,19.7,23.36,0.8,0.12,Yes,72,1
129.146.12.96-10.42.0.211-443-56530-6,20210107,Chain Berry,07-01-21,Pali,Phek,Parcel Logistics,20.4,23.13,0.7,0.09,No,64,0
198.11.136.21-10.42.0.151-443-32901-6,20210107,Y.Bananan T.N.,07-01-21,Phalodi,Wokha,King Courier,20.7,13.58,0.57,0.06,No,46,0
183.79.248.252-10.42.0.211-443-55931-6,20210107,Maize,07-01-21,Pushkar,Zunheboto,Lynden Transport,19.8,27.48,0.92,0.06,No,44,0
10.42.0.211-10.42.0.1-15344-53-17,20210107,Byladha Hannu,07-01-21,Sawai Madhopur,Balangir,Max Move,20.1,19.03,0.59,0.01,No,62,0
10.42.0.211-119.146.74.34-42693-80-6,20210107,Net rich 5 lt oil,07-01-21,Shahpura,Baleshwar,National Transportation Logistics,23.1,21.04,0.6,0.03,No,51,0
10.42.0.211-31.13.71.52-52899-443-6,20210107,Mineral water 1 lt,07-01-21,Sikar,Baripada,New Motion Shipper,28.4,23.87,0.73,0.02,No,38,0
216.58.219.206-10.42.0.42-443-53294-6,20210107,Chikkadikai Round,07-01-21,Sirohi,Bhubaneshwar,Omni Logistics,16.8,27.58,0.67,0.01,No,39,0
140.205.134.25-10.42.0.42-443-36236-6,20210107,Indian kinora apple,07-01-21,Gangtok,Brahmapur,Pack ‘n’ Send,19.2,23.74,0.68,0.05,Yes,50,1
183.79.250.251-10.42.0.211-443-54401-6,20210107,South Africa Gala apple,07-01-21,Gyalshing,Cuttack,Parcel Logistics,17.4,20.89,0.58,0.01,No,50,0
129.146.14.101-10.42.0.151-443-54456-6,20210107,Selari,07-01-21,Lachung,Dhenkanal,Blue Grace Logistics,18.7,20.99,0.83,0.02,Yes,51,1
10.42.0.211-31.13.80.8-59366-443-6,20210107,Leeks,07-01-21,Mangan,Kendujhar,Brisk Shipping,22.9,23.6,0.69,0,No,55,0
10.42.0.211-23.206.166.62-58473-80-6,20210107,Parsley,07-01-21,Arcot,Konark,Check Logistics,25.7,23.6,0.57,0,Yes,47,1
172.217.10.228-10.42.0.42-443-33395-6,20210107,Litchi ,07-01-21,Chengalpattu,Koraput,Circle Logistics,23.9,24.19,0.64,0,No,68,0
10.42.0.211-69.147.82.61-37206-443-6,20210107,Apple ,07-01-21,Chennai,Paradip,Clipper America Inc.,25.1,23.34,0.55,0,Yes,66,1
10.42.0.211-23.206.125.17-38506-80-6,20210107,G. nut oil Rice 1 lt,07-01-21,Chidambaram,Phulabani,Max Move,21.9,23.86,0.56,0.04,No,62,0
198.11.136.24-10.42.0.211-443-45562-6,20210107,G. nut oil safal deep1 lt,07-01-21,Coimbatore,Puri,National Transportation Logistics,16.6,19.63,0.67,0.03,No,42,0
172.217.7.174-10.42.0.42-443-35764-6,20210107,G. nut Golden oil 1 lt,07-01-21,Cuddalore,Sambalpur,New Motion Shipper,18.9,19.64,0.72,0.01,Yes,52,1
203.205.158.60-10.42.0.211-80-47226-6,20210107,G. nut sungold 1 lt,07-01-21,Dharmapuri,Udayagiri,Omni Logistics,22.7,14.34,0.69,0,No,52,0
10.42.0.211-10.42.0.1-25597-53-17,20210107,Rice Bran 15 lt Tin,07-01-21,Dindigul,Amritsar,Pack ‘n’ Send,25.2,20.63,0.87,0,Yes,51,1
8.8.8.8-10.42.0.151-53-64003-17,20210107,Pickles,07-01-21,Erode,Batala,Parcel Logistics,17.3,13.13,0.74,0,No,47,0
10.42.0.211-10.42.0.1-44162-53-17,20210107,Lime Pickles,07-01-21,Kanchipuram,Chandigarh,Blue Grace Logistics,17.7,34.29,0.65,0.02,Yes,46,1
10.42.0.42-91.190.218.54-41050-12350-6,20210107,mango Pickles,07-01-21,Kanniyakumari,Faridkot,Brisk Shipping,21,19.29,0.81,0,Yes,45,1
10.42.0.211-123.125.115.164-59540-443-6,20210107,Pickles mixed veg,07-01-21,Kodaikanal,Firozpur,Check Logistics,25.6,14.32,0.5,0,No,45,0
192.229.173.173-10.42.0.42-80-55310-6,20210107,Avarebele (F. Beans spok),07-01-21,Kumbakonam,Gurdaspur,Circle Logistics,29.2,19.6,NA,0,No,35,0
10.42.0.151-103.43.91.11-46665-443-6,20210107,Avare seed (FB seeds),07-01-21,Madurai,Hoshiarpur,Clipper America Inc.,27.4,21.66,0.54,0,No,46,0
172.217.10.225-10.42.0.211-443-46199-6,20210107,Brucoli,07-01-21,Mamallapuram,Jalandhar,DeGroot Logistics,25.6,14.29,0.59,0,No,60,0
10.42.0.211-23.208.168.108-58417-443-6,20210107,Mushroom Oyster,07-01-21,Nagappattinam,Kapurthala,Blue Grace Logistics,27.3,11.52,0.61,0,Yes,54,1
172.217.9.234-10.42.0.211-443-39080-6,20210107,Onion medium,07-01-21,Nagercoil,Ludhiana,National Transportation Logistics,26.4,11.63,0.47,0,Yes,54,1
172.217.10.234-10.42.0.211-443-40382-6,20210107,Onion Big,07-01-21,Palayamkottai,Nabha,New Motion Shipper,28.7,18.9,0.5,0,Yes,45,1
172.217.12.170-10.42.0.151-443-46937-6,20210107,Jack fruit,07-01-21,Pudukkottai,Patiala,King Courier,20.8,7.51,0.53,0,No,94,0
10.42.0.211-123.125.46.161-49630-80-6,20210107,Indian Black globe Grapes,07-01-21,Hyderabad,Rupnagar,Fresh Logistic,20.3,28.54,0.73,0,No,97,0
172.217.3.110-10.42.0.151-443-39204-6,20210107,Papaya red indian,07-01-21,Karimnagar,Sangrur,Go Movers,20.8,11.95,0.44,0,No,83,0
180.149.136.194-10.42.0.42-443-60960-6,20210107,Mango,07-01-21,Khammam,Abu,Horizon Moving & Logistics,23.6,30.26,0.56,0,Yes,55,1
10.42.0.42-23.194.181.103-42950-443-6,20210107,Mango Badami,07-01-21,Mahbubnagar,Ajmer,Hub Group Trucking,24.1,23.67,0.66,0,Yes,47,1
10.42.0.151-10.42.0.1-62899-53-17,20210107,Mango Alphans,07-01-21,Nizamabad,Alwar,In Switch,18.3,20.73,0.36,0,No,96,0
10.42.0.211-10.42.0.1-57861-53-17,20210107,Onion small(Economy),07-01-21,Sangareddi,Amer,King Courier,18.5,19.6,NA,0,Yes,69,1
174.91.157.154-10.42.0.151-15174-43477-17,20210107,Mango Raspuri,07-01-21,Warangal,Barmer,Lynden Transport,17.7,34.95,0.62,0,No,63,0
10.42.0.1-10.42.0.42-53-27360-17,20210107,Onion samber,07-01-21,Agra,Beawar,Max Move,19.9,17.57,0.76,0,No,57,0
131.253.61.64-10.42.0.211-443-37718-6,20210107,Peas local,07-01-21,Aligarh,Bharatpur,National Transportation Logistics,19.1,29.11,0.6,0,No,56,0
10.42.0.211-10.42.0.1-21164-53-17,20210107,Peas Delhi,07-01-21,Amroha,Bhilwara,New Motion Shipper,18.8,16.31,0.48,0,No,45,0
202.77.129.230-10.42.0.42-80-42326-6,20210107,Berry fruit Ooty,07-01-21,Ayodhya,Bikaner,King Courier,23,12.65,0.66,0,Yes,50,1
172.217.10.74-10.42.0.211-443-51357-6,20210107,Berry Soft,07-01-21,Azamgarh,Bundi,Lynden Transport,20.7,7.55,1.01,0,No,75,0
10.42.0.211-10.42.0.1-37572-53-17,20210107,Berry Delhi,07-01-21,Bahraich,Chittaurgarh,Max Move,24,32.05,0.45,0,No,64,0
162.208.22.39-10.42.0.211-443-45090-6,20210107,Ber fruit/Bore fruit,07-01-21,Ballia,Churu,National Transportation Logistics,26.2,34.26,0.8,0,Yes,56,1
10.42.0.211-31.13.65.7-43203-443-6,20210107,Cherry fruit,07-01-21,Banda,Dhaulpur,New Motion Shipper,24.3,32.62,0.85,,Yes,76,1
10.42.0.211-10.42.0.1-50306-53-17,20210107,Cherry kashmir,07-01-21,Bara Banki,Dungarpur,Omni Logistics,21.5,30.3,0.49,,Yes,50,1
198.105.244.11-10.42.0.42-80-42850-6,20210107,Cashew nut,07-01-21,Bareilly,Ganganagar,Pack ‘n’ Send,17.8,12.46,0.56,,Yes,59,1
205.185.216.42-10.42.0.211-80-41872-6,20210107,Dates,07-01-21,Basti,Hanumangarh,Parcel Logistics,19.3,,NA,,Yes,56,1
10.42.0.211-104.97.95.172-59588-80-6,20210107,Dry dates,07-01-21,Bijnor,Jaipur,Blue Grace Logistics,20.7,,NA,,No,53,0
239.255.255.250-10.42.0.1-1900-44316-17,20210107,Dates seedless,07-01-21,Bithur,Jaisalmer,Brisk Shipping,17.8,54.9,NA,0.1,Yes,48,1
180.76.174.197-10.42.0.211-80-52227-6,20210107,Dry apricot,07-01-21,Budaun,Jalor,Check Logistics,16.3,53.09,0.54,0.07,No,49,0
10.42.0.211-123.125.29.220-34646-80-6,20210107,Badami,07-01-21,Bulandshahr,Jhalawar,Circle Logistics,16.4,35.44,0.43,0.08,No,59,0
10.42.0.211-104.244.43.3-52586-443-6,20210107,Dry fruit mixed,07-01-21,Deoria,Jhunjhunu,Clipper America Inc.,19.1,51,0.54,0.05,No,62,0
202.77.129.150-10.42.0.42-80-59079-6,20210107,Jambo fruit(Nerale),07-01-21,Etah,Jodhpur,Max Move,20.3,36.88,0.51,0.03,Yes,48,1
205.185.216.10-10.42.0.151-80-58708-6,20210107,Bottle Gourd,07-01-21,Etawah,Kishangarh,National Transportation Logistics,20.2,56.23,0.57,0.32,Yes,54,1
10.42.0.151-23.21.66.160-50950-443-6,20210107,Chow-Chow,07-01-21,Faizabad,Kota,New Motion Shipper,20.4,50.24,0.4,0.21,Yes,42,1
10.42.0.151-10.42.0.1-46106-53-17,20210107,Cucumber,07-01-21,Farrukhabad-cum-Fatehgarh,Merta,Omni Logistics,20.4,43.79,1.03,0.57,No,57,0
10.42.0.42-115.239.210.141-47687-80-6,20210107,Cucumber Nati,07-01-21,Fatehpur,Nagaur,Pack ‘n’ Send,22.4,41.32,0.26,0.81,Yes,58,1
180.149.138.197-10.42.0.211-80-35006-6,20210107,Cucumber Israle,07-01-21,Jalaun,Nathdwara,Parcel Logistics,24.1,40.74,1.31,0.28,No,53,0
10.42.0.211-119.146.74.34-42693-80-6,20210107,Cucumber Ooty,07-01-21,Jaunpur,Pali,Blue Grace Logistics,22.3,54.21,1.18,2.11,Yes,74,1
172.217.6.202-10.42.0.151-443-60916-6,20210107,Mangalore cucumber,07-01-21,Jhansi,Phalodi,Brisk Shipping,23.7,122.21,0.59,1,Yes,53,1
